მეერთისა	Pantokrator
მოხაზულება-ჲ	Zeichnung, Umriß
ოქროთხზულება-ჲ	Vergolden
შეკრძალულება-ჲ	Vorsicht, Schutz
განკრძალულება-ჲ	Vorsicht, Zurückhaltung
მოკრძალულება-ჲ	Schutz, Bedeckung
ძჳრხილულება-ჲ	Missetat, Verbrechen
თავდგმულება-ჲ	Krone
კდემულება-ჲ	Zurückhaltung, Scham
ღელვაგუემულება-ჲ	Erregung, Toben
დაცემულება-ჲ	Stürzen, Sturz, Umstürzen, Niederfallen, Sündenfall
გარდაცემულება-ჲ	Fülle
პატივცემულება-ჲ	Verehrung, Stellung, Amt
განთქუმულება-ჲ	Ruhm
სახელგანთქუმულება-ჲ	Ruhm, Berühmtheit
მიმოგანთქუმულება-ჲ	Nachrichtenverbreitung
მრავალგანთქმულება-ჲ	Berühmtheit
მორთხმულება-ჲ	Tapferkeit, Wagemut
მოსხმულება-ჲ	Pflastern
შექმნულება-ჲ	Machen, Schaffen; Werk
ღმერთქმნულება-ჲ	Gottheit, Vergöttlichung, Göttlichkeit
უდაბნოქმნულება-ჲ	Einsamkeit, Alleinsein
უჩინოქმნულება-ჲ	Vernichten, Verschwinden
უღონოქმნულება-ჲ	Not, Elend, Unvermögen
უცხოქმნულება-ჲ	Entfernen
წარპარულება-ჲ	Stehlen, Rauben
თავმოყუარულება-ჲ	Stolz
დაფარულება-ჲ	Verbergen, Geheimnis
მიფარულება-ჲ	Geheimnis
უსრულება-ჲ	Unvollkommenheit
უძრულება-ჲ	Kraftlosigkeit, Schwäche, Krankheit, Unvermögen; Kraftlosigkeit, Schwäche, Krankheit, Unvermögen
განთესულება-ჲ	Verstreuen
თანაშექუსულება-ჲ	Vereinen
ურწყულება-ჲ	Wasserlosigkeit
დაჴშულება-ჲ	Schließen
ძმათმოძულება-ჲ	Bruderhaß
კაცთმოძულება-ჲ	Menschenhaß
სიქალწულება-ჲ	Jungfräulichkeit, Jungfernschaft
თანამეუღლება-ჲ	Eheverhältnis
თანაშეუღლება-ჲ	Heiraten
ულვაშთმიახლება-ჲ	Zeit des ersten Schnurrbartwachsens
გარდასახლება-ჲ	Umsiedeln
მოსისხლება-ჲ	Blutbesudeln
სახელისმოდგამება-ჲ	Namensvetternschaft
ცრუჲს-წამება-ჲ	Verleumdung
ცილისშეწამება-ჲ	Verleumdung
მოწამება-ჲ	Zeugnis, Martyrium
თანამოწამება-ჲ	Bezeugen
ძჳრისწამება-ჲ	Verklagen wegen einer Missetat
ცრუწამება-ჲ	falsches Zeugnis
სახისჩემება-ჲ	Heucheln, Betrügen, Vortäuschen
უზმება-ჲ	Hungern
შემდგომითი შემდგომება-ჲ	Folge, Abfolge, Reihenfolge
ტომება-ჲ	Verwandtschaft
წერით მოსაქმება-ჲ	Schreiben, Abschreiben
ქრისტეანება-ჲ	Christentum
მწინკულევანება-ჲ	Schmutzigkeit
სახარულევანება-ჲ	Freude
მხივანება-ჲ	Eiter
ცმელოვანება-ჲ	Fettigkeit
ძნელოვანება-ჲ	Not, Schwierigkeit
ჯეროვანება-ჲ	Ordentlichkeit, Anständigkeit
ნათელცისკროვანება-ჲ	Hervorleuchten
ყვანება-ჲ	Wegbringen, Fortbringen
თანაყვანება-ჲ	Hinführen, Hinbringen
თანამიყვანება-ჲ	Hinführen, Hinbringen
უკუნყვანება-ჲ	Zurückholen, Zurückschicken
თანააღმოყვანება-ჲ	Heraufholen
ზნოანება-ჲ	Bosheit, Schlechtigkeit
რაოდენება-ჲ	Maß, Menge, Anzahl
ძჳრისმოჴსენება-ჲ	Nachtragen, Nachtragendsein
ძჳრისჴსენება-ჲ	Nachtragen, Unfähigkeit zu Verzeihen
მოგზავნება-ჲ	Kommen
აღზუავნება-ჲ	Hochmut / Stolz; Hochmut / Stolz
წარდევნება-ჲ	Vertreiben, Verjagen
ჰასაკოვნება-ჲ	Größe
სიტყუაჴელოვნება-ჲ	bildhaftes Reden
ცუდჴელოვნება-ჲ	Vergeblichkeit
ჰავჴელოვნება-ჲ	Schlechtigkeit, Bosheit, Bösartigkeit
მწუანვილოვნება-ჲ	Kräuterich
მარილოვნება-ჲ	Salzigkeit
თესლოვნება-ჲ	Samen
გუამოვნება-ჲ	Fleischlichkeit
სამგუამოვნება-ჲ	Dreifaltigkeit, Dreieinigkeit
ჰამოვნება-ჲ	Angenehmheit
ვნებულგემოვნება-ჲ	Unersättlichkeit
ნიშნოვნება-ჲ	Zeichen
მოპოვნება-ჲ	Finden, Gewinnen, Erwerben
ღჳრღუაროვნება-ჲ	Unwegsamkeit
სამხატოვნება-ჲ	Dreigestaltigkeit
მარგალიტოვნება-ჲ	Glanz
სახოვნება-ჲ	Schönheit
თავმოთნება-ჲ	Selbstgefälligkeit, Stolz
კაცთმოთნება-ჲ	Schmeichelei, Gefallen
თავსმოთნება-ჲ	Selbstgefälligkeit, Stolz; Selbstgefälligkeit, Stolz
პირთნება-ჲ	Schmeicheln
კუალს-დგინება-ჲ	Belehren
სასყიდლითდადგინება-ჲ	Einstellen, Dingen
შედგინება-ჲ	Hineinstellen
გულსმოდგინება-ჲ	Fleiß, Streben
წინააღდგინება-ჲ	Gegenüberstellen, Hinstellen
წუადინება-ჲ	Räkeln
წარმოდინება-ჲ	Herbeifließen
აღმოდინება-ჲ	Herausfließen
მოსმინება-ჲ	Hörenlassen
ზედგამოჩინება-ჲ	Erscheinen
მრავალნება-ჲ	unterschiedlichen Willens
ზმნება-ჲ	Erfahren, Erkennen, Vorhersehen, Denken, Beabsichtigen
მოლაზონება-ჲ	Mönchsein, Nonnesein, Mönchwerden, Nonnewerden; Mönchsein, Nonnesein,
დიაკონება-ჲ	Dienst als Diakon
თანამონება-ჲ	gemeinsamer Dienst
მრავალღონება-ჲ	große List, Hinterlist
მოღონება-ჲ	Zustandebringen, Bewerkstelligen
ყუავილოსნება-ჲ	Blüte, Schönheit
გჳრგჳნოსნება-ჲ	Gekröntsein
შემონაზუნება-ჲ	Mönchwerden
რცხჳნება-ჲ	Beschämen, Scham
შერცხჳნება-ჲ	Scham, Schämen, Beschämung
უცნობოება-ჲ	Unverständnis, Dummheit
ურიდოება-ჲ	Unverschämtheit
უთავოება-ჲ	Führungslosigkeit
უპატივოება-ჲ	Mißachtung
უნივთოება-ჲ	Immaterialität
უღმთოება-ჲ	Ungläubigkeit; Ungläubigkeit
უძალოება-ჲ	Kraftlosigkeit
მესაიდუმლოება-ჲ	Geheimnislösen
უკრძალულოება-ჲ	Dreistigkeit, Ungeniertheit
უნაკლულოება-ჲ	Vollständigkeit
უსრულოება-ჲ	Unvollkommenheit; Unvollkommenheit
ურჩულოება-ჲ	Gesetzeswidrigkeit, Ungerechtigkeit, Missetat
უსისხლოება-ჲ	unblutiges Opfer
უსირცხჳლოება-ჲ	Unverschämtheit
დაუსაბამოება-ჲ	Anfangslosigkeit
თანადაუსაბამოება-ჲ	Anfangslosigkeit, Ewigkeit
უჟამოება-ჲ	Unzeitigkeit, Ungelegenheit
უგუამოება-ჲ	Immaterialität
უზომოება-ჲ	Maßlosigkeit
უდაბნოება-ჲ	Einöde, unbesiedelte Gegend
მეუდაბნოება-ჲ	Eremitenleben
ყოვლადსათნოება-ჲ	übergroße Barmherzigkeit
საჩინოება-ჲ	Klarheit, Deutlichkeit; Art
უჩინოება-ჲ	Unsichtbarkeit, Verborgenheit
უქონოება-ჲ	Armut
უოხჭნოება-ჲ	Unvollendetheit
მდიდროება-ჲ	Reichtum
უმთავროება-ჲ	Führerlosigkeit
უმშჯავროება-ჲ	Ungerechtigkeit; Ungerechtigkeit
წჳმროება-ჲ	Regenzeit
მრავალწჳმროება-ჲ	Regenzeit
მწჳმროება-ჲ	Regenwetter, Regenzeit
მცირედმწჳმროება-ჲ	Trockenheit, Dürre
უსწოროება-ჲ	Ungleichheit
ძელითხუროება-ჲ	Tischlerarbeit, Zimmermannsarbeit
სიტფოება-ჲ	Wärme; Wärme
უშიშოება-ჲ	Furchtlosigkeit; Furchtlosigkeit
უჴორცოება-ჲ	Körperlosigkeit
უსახოება-ჲ	Böses, Bosheit; Böses, Bosheit
მდებარება-ჲ	Liegen, Lage, Sein
მგზებარება-ჲ	Anzünden, Brennen
მძიმედმხედვარება-ჲ	schlechtes Sehen
მგლინვარება-ჲ	Glätte
მგლოვარება-ჲ	Trauer
მწოვარება-ჲ	Saugen, Säugen
თანაზიარება-ჲ	Teilnahme, Einheit
მწოლარება-ჲ	Liegen
მძრწოლარება-ჲ	Furcht, Zittern
მდგომარება-ჲ	Sein, Stehen, Lage
მართლმდგომარება-ჲ	Richtigkeit, Wahrheit
მკრთომარება-ჲ	Herausschimmern
მცენარება-ჲ	Pflanzentum
ნაყოფთმცენარება-ჲ	Fruchtbarkeit
მოცინარება-ჲ	Lachen
უცხოთშეწყნარება-ჲ	Aufnahme von Fremden
უპოარება-ჲ	Armut; Armut
მართლაღსარება-ჲ	Orthodoxie
ძმათმოყუარება-ჲ	Bruderliebe, Nächstenliebe
ნოვაგთმოყუარება-ჲ	Eßlust
ტკივილთმოყუარება-ჲ	Mitgefühl, Streben
შვილთმოყუარება-ჲ	Kinderliebe
უცხოთმოყუარება-ჲ	Gastfreundlichkeit
სტუმართმოყუარება-ჲ	Gastfreundschaft
საჴმართმოყუარება-ჲ	Eigennutz
თჳსთმოყუარება-ჲ	Nächstenliebe
ვნებულმოყუარება-ჲ	Lüsternheit
დიდებისმოყუარება-ჲ	Ruhmsucht
ცილობისმოყუარება-ჲ	Streitsucht
მტერობისმოყუარება-ჲ	Feindschaftsliebe, Streitsucht
მთავრობისმოყუარება-ჲ	Machthunger, Karrieretum
თხრობისმოყუარება-ჲ	Erzählfreude
თავისმოყუარება-ჲ	Ehrliebe, Ehrgeiz
ძლევისმოყუარება-ჲ	Siegesgewohnheit, Stolz
პატივისმოყუარება-ჲ	Ehrgeiz
ღმრთისმოყუარება-ჲ	Liebe zu Gott, Frömmigkeit
ვეცხლისმოყუარება-ჲ	Liebe zum Geld
ვერცხლისმოყუარება-ჲ	Liebe zum Geld; Liebe zum Geld
შრომისმოყუარება-ჲ	Arbeitsliebe
სიბრძნისმოყუარება-ჲ	Philosophie
სტუმრისმოყუარება-ჲ	Gastfreundschaft
ოქროჲსმოყუარება-ჲ	Goldliebhaberei, Goldgier
მზუაობრება-ჲ	Hochmut
ცუდადმზუაობრება-ჲ	Hochmut, Stolz
ფიცხელმკელობრება-ჲ	starkes Hinken
ღმრთის-კადრება-ჲ	Widerstand / Unbotmäßigkeit gegenüber Gott
უმკჳდრება-ჲ	Unbesiedeltheit, Erbenlosigkeit
ნათიერება-ჲ	Leuchten, Licht
წყლითმანკიერება-ჲ	Wassersucht
ცოლიერება-ჲ	Beweibtsein
ჴმაშუენიერება-ჲ	angenehmer Klang
ფერშუენიერება-ჲ	Schönheit, Schönfarbigkeit
სიტყუაპოვნიერება-ჲ	Schlagfertigkeit
ქონიერება-ჲ	Besitz, Habe, Reichtum
წინაჲთმეცნიერება-ჲ	Vorauserkennen
მართლმეცნიერება-ჲ	richtiges Wissen, Wahrheit, Weisheit
ღმრთისმეცნიერება-ჲ	Gotterkennen, Theologie
პოხნიერება-ჲ	Fettheit, Reichtum; Fettheit, Reichtum
ხატიერება-ჲ	Gesicht, Darstellung
მშიერება-ჲ	Hunger
მრავალფერება-ჲ	Vielfalt
უპოვრება-ჲ	Armut
წინაგანსაზღვრება-ჲ	Festlegung
ხილისმოკრება-ჲ	Obsternte, Herbst
უწჳმრება-ჲ	Regenlosigkeit, Dürre
ნესტორება-ჲ	Nestorianertum
მოგზაურება-ჲ	Reise
საცნაურება-ჲ	Klarheit, Zeichen
უცნაურება-ჲ	Unverständlichkeit, Unbegreiflichkeit
უსუსურება-ჲ	Kraftlosigkeit, Schwäche
სიჩქურება-ჲ	Verübung einer Dummheit; Dummheit
მენავეთმოძღურება-ჲ	Schiffsführung
მღდელთმოძღურება-ჲ	Bischofsamt, Katholikosamt
კეთილადმსახურება-ჲ	Tiefgläubigkeit
მრავალთმსახურება-ჲ	Dienst an vielen Göttern
მრავალმსახურება-ჲ	großer Dienst, Fleiß
