მეერთისა	Pantokrator
არამდიდართაგან-ი	von den Armen
მდაბიორთაგან-ი	einer von den Dörflern
მიზდურთაგან-ი	einer von den Eingestellten
ფილასოფოსთაგან-ი	einer von den Philosophen
წუთისშინაგან-ი	kurzzeitig
წინადაცუეთილებისაგან-ი	einer von den Beschnittenen
სამგუამოვნებისაგან-ი	ein Glied der Dreifaltigkeit
ჭეშმარიტებისაგან-ი	einer von den Wahrhaftigen
ნათესვობისაგან-ი	einer von den Verwandten
დაჴსნილობისაგან-ი	einer von den Furchtsamen / Trägen
უანდერძოობისაგან-ი	einer von den Testamentlosen
ზოგისაგან-ი	Teil
ეშმაკისაგან-ი	einer von den Teufeln
უანდერძებელისაგან-ი	einer von den Testamentlosen
ზესკნელისაგან-ი	einer von den Himmlischen
ყოვლისაგან-ი	jeder, ein jeder
რომლისაგან-ი	wer von ihnen, einer von ihnen
რჩულისაგან-ი	Gesetzeskundiger, gesetzlich festgelegt; Gesetzeskundiger, gesetzlich festgelegt
სოფლისაგან-ი	einer von den Irdischen
მამისაგან-ი	väterlicherseits
საჴმარისაგან-ი	einer von den Gegenständen
საჴმრისაგან-ი	einer von den Gegenständen
დღისაგან-ი	Tages-
ზეცისაგან-ი	einer von den Himmlischen
ეზოჲსაგან-ი	Hof-, Haus-
ოქროჲსაგან-ი	golden
მაგათგან-ი	einer von ihnen / denen da
წლითგან-ი	von einem Jahr an
სამისაწლითგან-ი	von drei Jahren an
სამითწლითგან-ი	von drei Jahren an
ორითწლითგან-ი	von zwei Jahren an und jünger, im Alter unter zwei Jahren
ეგჳპტითგან-ი	eines von den ägyptischen
ზენაჲთგან-ი	himmlisch
ორიწლისაჲთგან-ი	von zwei Jahren und jünger, im Alter unter zwei Jahren
თთჳთგან-ი	über einen Monat alt
თქუენგან-ი	einer von euch / Ihnen
შენგან-ი	deinig
მისგან-ი	einer von ihnen / denen
ამისგან-ი	sein, ihr, dessen, deren
რამადან-ი	islamischer Fastenmonat
ებრაეან-ი	Jude
უბეან-ი	Meeresbucht
თავქედეან-ი	wahnsinnig
ჰეროდეან-ი	Anhänger des Herodes
ოქრევეან-ი	golddurchwirkt, vergoldet
ოქროვეან-ი	golddurchwirkt, goldbeschlagen, reich
ქვეან-ი	steinig, Stein-
ჭიეან-ი	wurmig
მარილეან-ი	salzig
გესლეან-ი	giftig
მატლეან-ი	wurmig
სხეულეან-ი	fleischlich
ისრაჱლეან-ი	Israelite
ადამეან-ი	Nachkomme Adams, Mensch, menschlich
მრავალჴმეან-ი	vielstimmig
ოქროჴმეან-ი	wohlklingend
კაეშნეან-ი	bekümmert, betrübt
ქარეან-ი	stürmisch, windig
საცთურეან-ი	falsch
მრავალსაცთურეან-ი	sehr verführerisch
ნიღურეან-ი	schmutzig
ოქრეან-ი	golddurchwirkt, vergoldet
ფესუეან-ი	mit Wurzeln / Fransen
ტყეან-ი	bewaldet
უშტეკავან-ი	Steinschleuder
მსულევან-ი	ungesäuertes Brot
ცომევან-ი	Sauerteig
მსივან-ი	angeschwollen
მხივან-ი	eitrig
ფესანგოვან-ი	farbig, bunt
მარცულედოვან-ი	-silbig
სამშჭულედოვან-ი	Nagel-, mit Nägeln versehen
დანაკისკუდოვან-ი	Dattelpalmenhain, -land; Phönizien
კაცისთავოვან-ი	eine Waffenart
ზღვევოვან-ი	schädigend
მარჩბივოვან-ი	zwillingsgebärend
მიზეზოვან-ი	Verbrechen; Vorwand
მრავალტჳრთოვან-ი	überaus schwer
ჭალაკოვან-ი	Insel-, mit Insel(n)
ჭაბუკოვან-ი	jung
გუნდრუკოვან-ი	Weihrauch, Weihrauch-
შესავალოვან-ი	Vorwort-, mit einem Vorwort
ველოვან-ი	Feld, Wiese
ჭრელოვან-ი	farbig, bunt
სიტყუაჴელოვან-ი	bildhaft redend
ჰავჴელოვან-ი	böse
სიტყჳთჴელოვან-ი	Schönredner, Orator
მრავალჴელოვან-ი	sehr geschmückt, sehr geschickt
ნათლოვან-ი	hell
კეთილყუავილოვან-ი	aufgeblüht, erblüht, blühend
დიდმწუანვილოვან-ი	ergrünt
გულარძნილოვან-ი	krumm, uneben
ნაწილოვან-ი	Teil
ზეთისხილოვან-ი	Olivenhain
მროწეულოვან-ი	Granatapfelgarten
სხეულოვან-ი	fleischlich
ძაღლოვან-ი	hundebesitzend
ღჳრღლოვან-ი	holprig, steinig, unwegsam
კეთილჩრდილფურცლოვან-ი	viel Schatten spendend, von vielen Blättern überdacht
სამგუამოვან-ი	Dreifaltigkeits-, Dreieinigkeits-
მეფხანოვან-ი	an Hautjucken Erkrankter; an Hautjucken Erkrankter
ჰუნოვან-ი	Reiter
ტჳნოვან-ი	fett
მზუაროვან-ი	sonnig
ღირღუაროვან-ი	holprig, steinig, unwegsam; holprig, steinig, unwegsam
სოროვან-ი	löchrig
მქჳშროვან-ი	kiesig, Kies-; kiesig, Kies-
ოქროფესოვან-ი	mit Goldsaum
ურნატოვან-ი	Furche, Acker
სამხატოვან-ი	dreifaltig, dreigestaltig
ოთხსუეტოვან-ი	viersäulig
ნესუხავარტოვან-ი	Zuckermelonengarten
ძარღოვან-ი	sehnig, geädert
ნიშოვან-ი	Wunder
მქჳშოვან-ი	kiesig, Kies-
მჴრცოვან-ი	grauhaarig, alt; grauhaarig, alt
ანგელოზთსახოვან-ი	engelhaft
მრგულისსახოვან-ი	rund, kreisförmig
დიდრვან-ი	sehr groß; sehr groß
დიდრუვან-ი	sehr groß; sehr groß
მშუვან-ი	mit Zähnen versehen
მყვან-ი	führend, hinbringend, hinführend
ყრმათმყვან-ი	Lehrer, Pädagoge
ჰეროდიან-ი	Anhänger des Herodes; Anhänger des Herodes
მრავალშფოთიან-ი	sehr erregt
მედრეკიან-ი	biegsam
ზმურდლიან-ი	aussätzig
პირჭროფლიან-ი	sommersprossig
ნავღლიან-ი	verrückt
ტანწყლიან-ი	schön von Wuchs
ყანიან-ი	Feld-
მარილოვნიან-ი	salzig
ბაგრატუნიან-ი	Bagratide
ოლჳმპიან-ი	Olympiasieger
ოქრიან-ი	golddurchwirkt, vergoldet; golddurchwirkt, vergoldet
მატიან-ი	Chronik, Geschichtsbuch; Chronik, Geschichtsbuch
მირაკან-ი	Monatsname (etwa März); Monatsname (etwa März)
მეჰრაკან-ი	Monatsname (etwa März); Monatsname (etwa März)
ოქრომელან-ი	Goldtinte
შაჰრამან-ი	ahrevar (pers. Monatsname)
ვაჰმან-ი	jemand
ვარსკულაოან-ი	Sternen-; Sternen-
სარწყაოან-ი	zu bewässernd
წყურნობოან-ი	nasser Ort, Sumpf
წარბოან-ი	mit dichten Augenbrauen
წიდოან-ი	schmutzig, in der Menstruation; schmutzig, in der Menstruation
კლდოან-ი	felsig, steinig; felsig, steinig
ხერდოან-ი	Geröllstelle
ზღუდოან-ი	Mauer-, Wall-; Mauer-, Wall-
უბეოან-ი	Meeresbucht; Meeresbucht
ზეთისხეოან-ი	Olivenhain
თავთავოან-ი	einzelne Kapitel
ვარსკულავოან-ი	Sternen-
ნათესავოან-ი	verwandtschaftlich
მორევოან-ი	strudelförmig
მოქცევოან-ი	sich drehend
თუალოან-ი	großäugig
მრგლოან-ი	Rund-; altgeorg. Rundschrift, Asomtavruli; Rund-; altgeorg. Rundschrift, Asomtavruli
უსასყიდლოან-ი	kostenlos, ergebnislos
ჴურელოან-ი	durchlöchert
სახელოან-ი	berühmt, namhaft; berühmt, namhaft
ჴელოან-ი	Meister, Handwerker, Heilkundiger; Meister, Handwerker, Heilkundiger
ყუავილოან-ი	Blumen-, erblüht, geblümt
მარილოან-ი	salzig; salzig
სხეულოან-ი	fleischlich; fleischlich
წისქჳლოან-ი	Mühlen-
გემოან-ი	schmackhaft; schmackhaft
ცომოან-ი	Sauerteig; Sauerteig
ლერწმოან-ი	Schilf-, schilfbestandener Ort
ჴმოან-ი	laut; laut
ბოსტნოან-ი	Gemüsegarten
ზაროან-ი	furchteinflößend
სამაროან-ი	Friedhof
წყაროან-ი	Quell-, quellengleich
კეთროან-ი	aussätzig; aussätzig
პორფიროან-ი	rot
მუშკატროან-ი	Duftstoffgefäß
ნაყროან-ი	unersättlich, Vielfraß; fett, fettig; unersättlich, Vielfraß; fett, fettig
რქოან-ი	Horn-
ლეღოან-ი	Feigenhain; Feigenhain
მჴეცოან-ი	Aufenthaltsort wilder Tiere
მიწოან-ი	erden, irden; erden, irden
ამბოხოან-ი	unruhig, stürmisch
ვენაჴოან-ი	Weingarten; Weingarten
რან-ი	Bewohner von Ran (georg. Provinz)
ღამისყორან-ი	Nachtrabe
ჭანგოსან-ი	mit Krallen versehen
სპეტაკოსან-ი	weißgekleidet
ჭლიკოსან-ი	Huf-, mit Hufen
ყუავილოსან-ი	blumig, Blumen-
შვილოსან-ი	kinderhabend
ჰორლოსან-ი	Lanzenträger
სქემოსან-ი	Mönch
ღმრთივგჳრგჳნოსან-ი	von Gottes Gnaden gekrönt, Herrscher, König
ჩაფხუტოსან-ი	behelmt
ძონძოსან-ი	in Lumpen Gekleideter
ხარჭოსან-ი	eine Nebenfrau habend
ჩაბალახოსან-ი	Helmträger
კუერთხოსან-ი	Stabträger
მჴედართმძღუან-ი	Feldherr
ლაშქრისმძღუან-ი	Feldherr
სარღან-ი	Korb; Korb
ხუეიშან-ი	Flehen, Gebet; Bote; Flehen, Gebet; Bote
მრისხან-ი	zornig, wütend, böse
ჰან-ი	Großmutter
საკრებო-ჲ წიგნ-ი	Versammlungsprotokoll
ჰაგდენ-ი	soviel
კუერცხისაოდენ-ი	eigroß
ეგეოდენ-ი	soviel
ესეოდენ-ი	soviel
მერავოდენ-ი	wievielter
მარცუალოდენ-ი	beerengroß, körnchengroß
იოტოდენ-ი	sehr klein; sehr klein
ესთენ-ი	soviel; soviel
რაჲსთენ-ი	wieviele
ფალლენ-ი	Wal
ამენ-ი	wahrhaftig, wahr
შენასმენ-ი	angezeigt
ნაგრტენ-ი	Feder; Feder
სათთუენ-ი	Gesangsbuch, Menea
ქველნაბრდღუენ-ი	tapfer
ნარღუენ-ი	Aufgewirbeltes, Getrübtes
პირველაღმონაცენ-ი	Sproß, Trieb
ბძენ-ი	weise, klug; weise, klug
მცხოვნ-ი	lebend, lebendig
დივცააზნ-ი	Held göttlicher Abstammung
ქერაბინ-სერაბინ-ი	Cherubim und Seraphim
კბჳშტაბინ-ი	Armreif; Baum Peridexion (Esche)
სიბინ-ი	Spieß, Jagdspieß
სერობინ-ი	Seraphim
კჳშტობინ-ი	Armreif; Baum Peridexion (Esche); Armreif; Baum Peridexion (Esche)
მოაქამდინ-ი	bis zu dieser Zeit
მეექუსემდინ-ი	bis zum Sechsten
